ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
600963.SH,20241129,5.11,6.18,6.54,4.96,6.22,-1.11,-0.1785,395266722.0,2269950398.0
600962.SH,20241129,15.62,15.69,16.18,14.91,15.68,-0.06,-0.0038,20026598.0,309949554.0
600961.SH,20241129,8.72,8.68,9.08,8.41,8.66,0.06,0.0069,147889210.0,1292992756.0
600960.SH,20241129,3.99,3.68,4.42,3.68,3.65,0.34,0.0932,320151801.0,1292084196.0
600959.SH,20241129,3.58,3.45,3.66,3.34,3.45,0.13,0.0377,233180443.0,819778304.0
600958.SH,20241129,10.91,10.45,11.28,10.16,10.43,0.48,0.046,563837083.0,6026166542.0
600956.SH,20241129,7.76,7.75,7.82,7.52,7.75,0.01,0.0013,30240214.0,232807894.0
600955.SH,20241129,14.91,14.65,14.97,14.34,14.62,0.29,0.0198,8819899.0,129598612.0
600941.SH,20241129,106.38,103.3,108.13,102.88,103.4,2.98,0.0288,57753619.0,6103871873.0
600939.SH,20241129,3.51,3.44,3.65,3.28,3.41,0.1,0.0293,104065467.0,358402516.0
600938.SH,20241129,26.18,26.34,26.82,25.75,26.21,-0.03,-0.0011,165374738.0,4340886190.0
600936.SH,20241129,3.39,3.06,3.47,2.95,3.04,0.35,0.1151,180722967.0,596439880.0
600935.SH,20241129,2.66,2.88,2.94,2.54,2.94,-0.28,-0.0952,283460058.0,769193688.0
600933.SH,20241129,16.06,15.58,16.4,14.73,15.44,0.62,0.0402,92245675.0,1448720385.0
600929.SH,20241129,5.85,5.72,5.87,5.56,5.68,0.17,0.0299,63282005.0,362932840.0
600928.SH,20241129,3.68,3.59,3.71,3.52,3.59,0.09,0.0251,115223990.0,416971391.0
600927.SH,20241129,14.34,13.85,14.52,13.67,13.77,0.57,0.0414,17368829.0,243425674.0
600926.SH,20241129,14.15,13.46,14.2,13.33,13.45,0.7,0.052,162974131.0,2246422975.0
600925.SH,20241129,5.42,5.39,5.46,5.31,5.39,0.03,0.0056,43655238.0,235990550.0
600919.SH,20241129,9.05,8.86,9.13,8.8,8.86,0.19,0.0214,526854898.0,4723703228.0
600918.SH,20241129,6.96,6.68,7.12,6.61,6.68,0.28,0.0419,157852502.0,1078311388.0
600917.SH,20241129,6.32,6.33,6.49,6.25,6.31,0.01,0.0016,61122521.0,389411157.0
600916.SH,20241129,8.77,8.76,8.83,8.47,8.74,0.03,0.0034,75725838.0,658679817.0
600909.SH,20241129,6.25,5.85,6.39,5.72,5.82,0.43,0.0739,461891819.0,2807547771.0
600908.SH,20241129,5.85,5.77,5.92,5.67,5.8,0.05,0.0086,103598785.0,602557392.0
600906.SH,20241129,7.56,7.3,7.74,7.15,7.23,0.33,0.0456,177477578.0,1316822016.0
600905.SH,20241129,4.56,4.58,4.62,4.48,4.59,-0.03,-0.0065,448545223.0,2041605355.0
600903.SH,20241129,8.35,8.11,8.78,7.81,8.16,0.19,0.0233,203984286.0,1707251817.0
600901.SH,20241129,5.11,4.96,5.15,4.89,4.95,0.16,0.0323,180471769.0,904546162.0
600900.SH,20241129,27.32,27.39,27.7,26.91,27.26,0.06,0.0022,470371515.0,12841372475.0
600898.SH,20241129,1.9,1.81,2.0,1.8,1.84,0.06,0.0326,16417636.0,31462840.0
600897.SH,20241129,15.08,14.66,15.2,14.52,14.64,0.44,0.0301,15612600.0,232565946.0
600895.SH,20241129,28.47,28.56,28.96,27.2,28.69,-0.22,-0.0077,247536835.0,6964723259.0
600894.SH,20241129,12.61,12.96,12.98,11.98,12.81,-0.2,-0.0156,34566643.0,430125408.0
600893.SH,20241129,41.88,41.16,42.14,39.65,41.18,0.7,0.017,84577446.0,3463663887.0
600892.SH,20241129,5.2,4.56,5.27,4.46,4.57,0.63,0.1379,139532739.0,688529456.0
600889.SH,20241129,18.17,12.41,18.17,12.41,11.28,6.89,0.6108,31401801.0,505535520.0
600888.SH,20241129,7.39,7.44,7.51,7.1,7.45,-0.06,-0.0081,74420656.0,546163952.0
600887.SH,20241129,28.58,28.4,29.0,28.17,28.4,0.18,0.0063,167663382.0,4795012727.0
600886.SH,20241129,15.26,15.33,15.5,14.98,15.29,-0.03,-0.002,118328247.0,1796038599.0
600885.SH,20241129,32.96,31.08,33.96,31.08,31.19,1.77,0.0567,62631667.0,2051978922.0
600884.SH,20241129,8.72,9.1,9.37,8.32,9.15,-0.43,-0.047,226159534.0,1979343907.0
600883.SH,20241129,7.6,6.98,7.83,6.95,6.94,0.66,0.0951,29789005.0,219189303.0
600882.SH,20241129,18.68,17.54,18.9,17.34,17.54,1.14,0.065,28947635.0,524957121.0
600881.SH,20241129,1.81,1.79,1.84,1.68,1.81,0.0,0.0,402225290.0,711700584.0
600880.SH,20241129,4.97,4.73,5.47,4.57,4.65,0.32,0.0688,325252940.0,1623941572.0
600879.SH,20241129,9.48,9.2,9.67,8.91,9.26,0.22,0.0238,293453511.0,2727617249.0
600877.SH,20241129,13.64,13.54,13.82,12.94,13.56,0.08,0.0059,75282859.0,1006958539.0
600876.SH,20241129,10.59,9.93,10.77,9.91,9.93,0.66,0.0665,16995643.0,176815827.0
600875.SH,20241129,15.18,15.35,15.61,14.71,15.45,-0.27,-0.0175,116181350.0,1755934780.0
600874.SH,20241129,6.11,5.9,6.15,5.77,5.9,0.21,0.0356,59494440.0,356590388.0
600873.SH,20241129,10.68,10.65,10.75,9.84,10.55,0.13,0.0123,189678733.0,1952229464.0
600872.SH,20241129,23.53,21.51,23.68,21.02,21.5,2.03,0.0944,75469544.0,1682225611.0
600871.SH,20241129,2.07,2.06,2.09,2.01,2.06,0.01,0.0049,367110058.0,756026335.0
600869.SH,20241129,5.09,4.67,5.22,4.52,4.64,0.45,0.097,191200408.0,926360018.0
600868.SH,20241129,2.37,2.28,2.4,2.23,2.29,0.08,0.0349,146186271.0,340113228.0
600867.SH,20241129,8.44,8.34,8.55,8.26,8.34,0.1,0.012,66524719.0,559412347.0
600866.SH,20241129,6.63,6.51,6.75,6.18,6.62,0.01,0.0015,188699787.0,1226066898.0
600865.SH,20241129,10.03,9.59,10.09,9.01,9.4,0.63,0.067,52629532.0,505090139.0
600864.SH,20241129,6.72,6.52,6.9,6.36,6.49,0.23,0.0354,190433226.0,1250650315.0
600863.SH,20241129,4.24,4.29,4.31,4.18,4.28,-0.04,-0.0093,238957742.0,1015408450.0
600862.SH,20241129,24.42,24.01,24.78,22.97,24.06,0.36,0.015,61875246.0,1473332599.0
600861.SH,20241129,19.3,18.6,19.8,18.41,18.6,0.7,0.0376,11195535.0,214452202.0
600860.SH,20241129,10.53,11.0,11.11,10.06,11.0,-0.47,-0.0427,107520769.0,1130606708.0
600859.SH,20241129,14.97,14.36,15.11,14.05,14.24,0.73,0.0513,125524826.0,1839979267.0
600858.SH,20241129,5.14,4.69,5.15,4.66,4.67,0.47,0.1006,61233193.0,303245211.0
600857.SH,20241129,7.8,7.14,7.92,7.07,7.15,0.65,0.0909,29670488.0,223433944.0
600855.SH,20241129,12.29,12.04,12.36,11.59,12.01,0.28,0.0233,47181147.0,569822374.0
600854.SH,20241129,5.11,5.08,5.33,4.99,5.02,0.09,0.0179,92492023.0,476075257.0
600853.SH,20241129,3.95,3.75,3.97,3.68,3.72,0.23,0.0618,89745527.0,344444258.0
600851.SH,20241129,6.2,5.76,6.28,5.76,5.75,0.45,0.0783,36584203.0,221795180.0
600850.SH,20241129,24.32,23.88,24.45,22.6,23.7,0.62,0.0262,61346446.0,1442418021.0
600848.SH,20241129,10.46,10.47,10.55,10.16,10.42,0.04,0.0038,31966957.0,332232593.0
600847.SH,20241129,10.02,9.49,10.31,9.27,9.49,0.53,0.0558,12205905.0,120184169.0
600846.SH,20241129,8.82,8.42,8.97,8.22,8.39,0.43,0.0513,55522163.0,480308458.0
600845.SH,20241129,28.02,28.45,28.9,27.11,28.3,-0.28,-0.0099,74961295.0,2087328554.0
600844.SH,20241129,3.11,3.3,3.4,3.06,3.3,-0.19,-0.0576,238363622.0,758040857.0
600843.SH,20241129,15.57,14.29,17.19,14.01,14.55,1.02,0.0701,572991582.0,8860879546.0
600841.SH,20241129,5.3,5.29,5.47,5.08,5.27,0.03,0.0057,90454298.0,476641683.0
600839.SH,20241129,10.81,11.66,11.98,10.44,12.11,-1.3,-0.1073,2177814081.0,24215948791.0
600838.SH,20241129,9.84,8.77,10.08,8.55,8.86,0.98,0.1106,125275403.0,1164322598.0
600837.SH,20241129,11.41,11.33,11.68,11.1,11.32,0.09,0.008,343166794.0,3892800824.0
600835.SH,20241129,18.59,20.0,20.03,17.4,20.16,-1.57,-0.0779,141541887.0,2612783856.0
600834.SH,20241129,8.84,8.76,9.1,8.42,8.59,0.25,0.0291,40519601.0,354966364.0
600833.SH,20241129,13.41,13.19,13.43,12.6,13.19,0.22,0.0167,33992725.0,446090042.0
600831.SH,20241129,2.72,2.68,2.77,2.57,2.69,0.03,0.0112,54289627.0,145961125.0
600830.SH,20241129,10.29,9.92,10.51,9.54,9.93,0.36,0.0363,78914211.0,797763540.0
600829.SH,20241129,7.34,6.9,7.7,6.83,6.9,0.44,0.0638,57241659.0,411870213.0
600828.SH,20241129,3.42,3.11,3.44,3.1,3.13,0.29,0.0927,74430424.0,245046629.0
600827.SH,20241129,10.71,9.61,10.99,9.59,9.61,1.1,0.1145,103091852.0,1070691432.0
600826.SH,20241129,9.15,8.95,9.4,8.48,9.12,0.03,0.0033,201864155.0,1813488438.0
600825.SH,20241129,6.25,6.09,6.43,5.73,6.09,0.16,0.0263,133185652.0,812245154.0
600824.SH,20241129,3.97,3.6,4.1,3.58,3.61,0.36,0.0997,123504216.0,474699862.0
600822.SH,20241129,12.33,12.08,12.59,11.09,12.16,0.17,0.014,140334467.0,1679861701.0
600821.SH,20241129,5.63,5.56,5.68,5.5,5.52,0.11,0.0199,71580084.0,400627885.0
600820.SH,20241129,6.83,6.73,6.91,6.6,6.67,0.16,0.024,127152696.0,859844491.0
600819.SH,20241129,5.94,5.38,6.2,5.25,5.38,0.56,0.1041,201861829.0,1187822554.0
600818.SH,20241129,12.7,12.49,12.79,12.12,12.41,0.29,0.0234,26413277.0,331796306.0
600817.SH,20241129,11.94,12.3,12.73,11.59,12.5,-0.56,-0.0448,57578598.0,695204813.0
600816.SH,20241129,3.62,3.65,3.73,3.48,3.6,0.02,0.0056,313110487.0,1130177418.0
600815.SH,20241129,2.68,2.53,2.75,2.5,2.55,0.13,0.051,134510564.0,355301955.0
600814.SH,20241129,7.27,6.73,7.33,6.67,6.75,0.52,0.077,60501886.0,428521313.0
600812.SH,20241129,5.63,5.36,5.67,5.33,5.36,0.27,0.0504,54884258.0,303161539.0
600811.SH,20241129,3.05,2.96,3.3,2.81,3.0,0.05,0.0167,1749182622.0,5283802519.0
600810.SH,20241129,7.94,7.5,8.03,7.41,7.45,0.49,0.0658,58890656.0,456577072.0
600809.SH,20241129,203.69,201.38,208.77,195.3,199.4,4.29,0.0215,25164499.0,5070036426.0
600808.SH,20241129,2.35,2.33,2.39,2.3,2.32,0.03,0.0129,181668996.0,427829812.0
600807.SH,20241129,4.06,3.95,4.14,3.85,3.96,0.1,0.0253,113402334.0,454206005.0
600805.SH,20241129,4.73,4.5,4.8,4.46,4.5,0.23,0.0511,82667078.0,385088485.0
600804.SH,20241129,2.04,1.91,2.07,1.81,1.91,0.13,0.0681,380864079.0,742014030.0
600803.SH,20241129,18.29,18.76,19.19,18.2,18.77,-0.48,-0.0256,35474853.0,658896461.0
600802.SH,20241129,4.15,3.93,4.23,3.88,3.92,0.23,0.0587,58134794.0,235693641.0
600801.SH,20241129,12.98,13.15,13.32,12.72,13.14,-0.16,-0.0122,29555932.0,384441614.0
600800.SH,20241129,3.7,5.14,5.31,3.56,4.83,-1.13,-0.234,660493439.0,2895998073.0
600798.SH,20241129,3.19,3.11,3.22,3.07,3.1,0.09,0.029,83216990.0,263026237.0
600797.SH,20241129,7.02,6.99,7.11,6.5,6.92,0.1,0.0145,180489328.0,1239875948.0
600796.SH,20241129,5.18,4.98,5.21,4.89,4.96,0.22,0.0444,35638954.0,181655728.0
600795.SH,20241129,4.57,4.7,4.73,4.46,4.69,-0.12,-0.0256,636405330.0,2899423067.0
600794.SH,20241129,3.83,3.65,3.93,3.6,3.62,0.21,0.058,189729197.0,718729008.0
600793.SH,20241129,13.07,13.54,13.99,12.57,13.66,-0.59,-0.0432,25668160.0,337003693.0
600792.SH,20241129,3.73,3.73,3.77,3.58,3.69,0.04,0.0108,72455391.0,267293508.0
600791.SH,20241129,4.79,4.38,4.97,4.35,4.35,0.44,0.1011,81055687.0,380292247.0
600790.SH,20241129,4.01,3.9,4.04,3.75,3.9,0.11,0.0282,87255796.0,342500357.0
600789.SH,20241129,8.81,8.45,8.85,8.28,8.49,0.32,0.0377,197760198.0,1700896556.0
600787.SH,20241129,8.82,6.66,8.82,6.1,6.96,1.86,0.2672,1236083079.0,9181094382.0
600785.SH,20241129,11.89,10.98,11.9,10.89,10.99,0.9,0.0819,43055789.0,495688395.0
600784.SH,20241129,6.16,5.83,6.2,5.83,5.85,0.31,0.053,35351745.0,213813562.0
600783.SH,20241129,13.52,12.96,13.75,12.7,12.95,0.57,0.044,28356072.0,374124002.0
600782.SH,20241129,3.82,3.79,3.92,3.75,3.8,0.02,0.0053,140790498.0,540754471.0
600780.SH,20241129,6.06,5.93,6.15,5.85,5.92,0.14,0.0236,50131375.0,303127073.0
600779.SH,20241129,59.96,52.35,61.98,52.35,53.0,6.96,0.1313,80007585.0,4675536761.0
600778.SH,20241129,5.79,5.31,5.83,5.26,5.31,0.48,0.0904,27010375.0,150818991.0
600777.SH,20241129,2.18,2.2,2.22,2.08,2.19,-0.01,-0.0046,246813521.0,530472005.0
600776.SH,20241129,13.69,11.82,15.56,11.22,11.83,1.86,0.1572,441895792.0,6120254846.0
600775.SH,20241129,11.76,12.17,13.39,10.36,11.06,0.7,0.0633,587375604.0,6828939417.0
600774.SH,20241129,8.08,7.51,8.15,7.51,7.52,0.56,0.0745,24465453.0,192708726.0
600773.SH,20241129,12.64,12.95,13.11,12.0,12.95,-0.31,-0.0239,81851240.0,1028717734.0
600771.SH,20241129,19.3,18.98,19.6,18.42,18.9,0.4,0.0212,32245060.0,610671606.0
600770.SH,20241129,4.78,4.66,4.92,4.48,4.63,0.15,0.0324,138967311.0,655105660.0
600769.SH,20241129,12.28,12.2,12.42,11.25,12.75,-0.47,-0.0369,68051247.0,810769021.0
600768.SH,20241129,9.8,9.26,9.81,9.07,9.3,0.5,0.0538,17647702.0,168090320.0
600765.SH,20241129,20.59,20.03,20.87,19.48,20.08,0.51,0.0254,84038278.0,1696347579.0
600764.SH,20241129,26.89,27.53,27.89,26.14,27.53,-0.64,-0.0232,21195955.0,568719189.0
600763.SH,20241129,49.72,48.82,50.14,47.6,48.82,0.9,0.0184,29741576.0,1448662644.0
600761.SH,20241129,17.46,16.83,17.85,16.7,16.81,0.65,0.0387,71714741.0,1237759737.0
600760.SH,20241129,49.49,48.51,50.15,46.98,49.4,0.09,0.0018,134499379.0,6527829903.0
600759.SH,20241129,3.11,2.89,3.18,2.84,2.94,0.17,0.0578,595164225.0,1795649551.0
600758.SH,20241129,3.56,3.55,3.61,3.44,3.55,0.01,0.0028,63508913.0,225563434.0
600757.SH,20241129,8.55,8.59,8.65,8.18,8.63,-0.08,-0.0093,88195194.0,744963432.0
600756.SH,20241129,15.49,15.07,15.51,14.31,14.98,0.51,0.034,49790823.0,747720623.0
600755.SH,20241129,6.69,6.6,6.71,6.45,6.61,0.08,0.0121,98976593.0,655301656.0
600754.SH,20241129,25.92,25.75,26.44,25.43,25.7,0.22,0.0086,38578350.0,998831341.0
600753.SH,20241129,7.29,7.17,7.42,6.97,7.06,0.23,0.0326,21352702.0,154496016.0
600751.SH,20241129,2.78,2.72,2.84,2.64,2.72,0.06,0.0221,160282057.0,439211695.0
600750.SH,20241129,20.38,20.31,20.69,20.08,20.31,0.07,0.0034,30122626.0,613187570.0
600749.SH,20241129,11.34,10.96,11.4,10.89,10.76,0.58,0.0539,29028815.0,325315718.0
600748.SH,20241129,3.65,3.66,3.75,3.42,3.64,0.01,0.0027,68901587.0,247217286.0
600746.SH,20241129,7.24,7.15,7.35,6.88,7.15,0.09,0.0126,22172003.0,158819047.0
600745.SH,20241129,40.69,40.58,41.37,37.88,40.63,0.06,0.0015,134385950.0,5341638192.0
600744.SH,20241129,3.4,3.43,3.47,3.25,3.49,-0.09,-0.0258,180712142.0,608947371.0
600743.SH,20241129,1.85,1.79,1.89,1.72,1.81,0.04,0.0221,189592599.0,342416321.0
600742.SH,20241129,9.43,9.76,9.89,9.07,9.75,-0.32,-0.0328,69952769.0,661439119.0
600741.SH,20241129,16.92,16.41,17.36,16.41,16.31,0.61,0.0374,140100136.0,2375200938.0
600740.SH,20241129,4.2,4.19,4.24,4.04,4.19,0.01,0.0024,86912682.0,361905433.0
600739.SH,20241129,11.53,11.31,11.72,10.87,11.27,0.26,0.0231,92327195.0,1040449339.0
600738.SH,20241129,5.35,4.8,5.67,4.76,4.82,0.53,0.11,296009397.0,1569894932.0
600737.SH,20241129,9.84,9.55,9.9,9.35,9.56,0.28,0.0293,115652099.0,1112278421.0
600736.SH,20241129,6.19,6.99,7.0,5.92,7.24,-1.05,-0.145,414342642.0,2650128278.0
600735.SH,20241129,5.19,4.86,5.45,4.82,4.97,0.22,0.0443,149767022.0,763963648.0
600734.SH,20241129,4.12,4.11,4.31,3.84,4.21,-0.09,-0.0214,623326983.0,2556779965.0
600733.SH,20241129,9.14,8.96,9.6,8.52,8.78,0.36,0.041,1472352081.0,13439751672.0
600732.SH,20241129,15.95,13.71,16.4,13.6,13.98,1.97,0.1409,330986126.0,4943943739.0
600731.SH,20241129,6.24,6.06,6.51,6.06,6.12,0.12,0.0196,70619857.0,441198843.0
600730.SH,20241129,6.8,6.35,7.06,6.11,6.35,0.45,0.0709,150164393.0,999971599.0
600729.SH,20241129,27.72,26.27,28.3,25.18,26.28,1.44,0.0548,27004973.0,719191365.0
600728.SH,20241129,5.16,5.93,6.06,4.95,5.51,-0.35,-0.0635,1070041036.0,5856851942.0
600727.SH,20241129,7.88,7.81,8.09,7.51,7.71,0.17,0.022,74230856.0,580962140.0
600726.SH,20241129,2.31,2.3,2.34,2.24,2.31,0.0,0.0,122301100.0,281389381.0
600725.SH,20241129,3.71,3.23,3.79,3.2,3.24,0.47,0.1451,228872642.0,814209298.0
600724.SH,20241129,5.03,4.86,5.16,4.76,4.86,0.17,0.035,71990166.0,355670925.0
600722.SH,20241129,5.08,5.0,5.27,4.65,5.06,0.02,0.004,159538590.0,796299286.0
600721.SH,20241129,7.19,6.9,7.29,6.84,6.92,0.27,0.039,72484692.0,513689525.0
600720.SH,20241129,9.47,9.31,9.55,9.13,9.31,0.16,0.0172,44460924.0,416242817.0
600719.SH,20241129,7.9,7.6,8.6,7.44,7.4,0.5,0.0676,264810561.0,2142587319.0
600718.SH,20241129,10.6,10.41,10.69,9.94,10.34,0.26,0.0251,82207671.0,851603478.0
600717.SH,20241129,5.03,4.89,5.04,4.82,4.89,0.14,0.0286,137176341.0,677978439.0
600716.SH,20241129,3.82,3.38,3.98,3.32,3.36,0.46,0.1369,172205017.0,633961628.0
600715.SH,20241129,2.2,2.31,2.38,2.15,2.34,-0.14,-0.0598,149902091.0,333347847.0
600714.SH,20241129,10.05,9.58,10.29,8.7,9.51,0.54,0.0568,64312735.0,623735112.0
600713.SH,20241129,5.2,5.37,5.5,5.0,5.32,-0.12,-0.0226,178922765.0,936887514.0
600712.SH,20241129,6.65,5.44,6.77,5.3,5.47,1.18,0.2157,186679135.0,1144028099.0
600711.SH,20241129,4.82,4.77,4.86,4.58,4.74,0.08,0.0169,201707776.0,957726473.0
600710.SH,20241129,8.91,8.9,9.0,8.7,8.84,0.07,0.0079,48021797.0,426754373.0
600708.SH,20241129,3.84,3.93,4.05,3.52,3.94,-0.1,-0.0254,525325421.0,1962685574.0
600707.SH,20241129,6.97,6.95,7.15,6.65,6.92,0.05,0.0072,185695555.0,1282536132.0
600706.SH,20241129,10.47,9.58,11.15,9.55,9.46,1.01,0.1068,64602038.0,665608958.0
600705.SH,20241129,4.08,4.0,4.15,3.84,4.02,0.06,0.0149,744754385.0,2964774807.0
600704.SH,20241129,5.41,5.2,5.48,5.11,5.2,0.21,0.0404,403482577.0,2136334529.0
600703.SH,20241129,12.93,12.99,13.08,12.52,12.98,-0.05,-0.0039,205825814.0,2642804867.0
600702.SH,20241129,78.64,72.1,79.99,72.1,72.82,5.82,0.0799,64276295.0,4894420566.0
600699.SH,20241129,15.75,16.16,16.29,15.17,15.99,-0.24,-0.015,134672085.0,2112314691.0
600698.SH,20241129,5.14,5.08,5.18,4.84,5.1,0.04,0.0078,72837639.0,368203171.0
600697.SH,20241129,13.0,13.48,13.48,12.13,12.27,0.73,0.0595,25621406.0,326479100.0
600696.SH,20241129,15.8,13.71,15.8,13.58,13.91,1.89,0.1359,60066582.0,880669322.0
600694.SH,20241129,21.96,19.75,22.56,19.56,19.59,2.37,0.121,40431032.0,853206406.0
600693.SH,20241129,3.95,3.58,4.14,3.54,3.6,0.35,0.0972,142035700.0,555268019.0
600692.SH,20241129,9.57,8.59,9.57,7.79,8.89,0.68,0.0765,135590790.0,1172431512.0
600691.SH,20241129,2.38,2.35,2.4,2.23,2.35,0.03,0.0128,132218262.0,308165265.0
600690.SH,20241129,28.33,29.17,29.6,27.71,28.9,-0.57,-0.0197,163059516.0,4638659078.0
600689.SH,20241129,10.42,10.49,11.68,9.9,9.73,0.69,0.0709,85093477.0,903401424.0
600688.SH,20241129,3.03,2.95,3.09,2.93,2.94,0.09,0.0306,175138833.0,526558778.0
600686.SH,20241129,12.0,12.12,12.24,11.18,12.0,0.0,0.0,139783686.0,1640714121.0
600685.SH,20241129,24.48,24.44,24.58,23.57,24.61,-0.13,-0.0053,33725875.0,818567945.0
600684.SH,20241129,3.6,3.37,3.6,3.31,3.37,0.23,0.0682,91572746.0,318180754.0
600683.SH,20241129,4.55,4.21,4.8,4.14,4.19,0.36,0.0859,116440327.0,522235008.0
600682.SH,20241129,7.57,6.91,7.87,6.79,6.95,0.62,0.0892,249336780.0,1818810637.0
600681.SH,20241129,3.66,3.59,3.69,3.5,3.59,0.07,0.0195,47635832.0,172581823.0
600679.SH,20241129,11.54,10.83,11.98,10.62,10.81,0.73,0.0675,29816320.0,334406973.0
600678.SH,20241129,7.28,7.01,7.38,6.89,7.01,0.27,0.0385,86423536.0,620697519.0
600676.SH,20241129,4.87,5.03,5.23,4.73,5.1,-0.23,-0.0451,266538399.0,1323535727.0
600675.SH,20241129,3.01,2.94,3.04,2.83,2.93,0.08,0.0273,152317388.0,448928687.0
600674.SH,20241129,16.48,16.72,17.0,16.38,16.66,-0.18,-0.0108,106027392.0,1764814863.0
600673.SH,20241129,8.3,8.57,8.59,7.94,8.45,-0.15,-0.0178,84155676.0,693587191.0
600671.SH,20241129,9.32,8.74,9.37,8.69,8.91,0.41,0.046,2204700.0,19858309.0
600668.SH,20241129,10.74,10.43,10.92,10.28,10.39,0.35,0.0337,21281716.0,226505938.0
600667.SH,20241129,7.54,7.52,7.7,7.1,7.53,0.01,0.0013,287677357.0,2128195614.0
600666.SH,20241129,2.5,2.57,2.65,2.39,2.67,-0.17,-0.0637,536958706.0,1344756083.0
600665.SH,20241129,3.35,3.21,3.39,3.11,3.2,0.15,0.0469,71911043.0,235689769.0
600664.SH,20241129,3.85,3.69,3.87,3.63,3.68,0.17,0.0462,129703320.0,486653119.0
600663.SH,20241129,10.46,10.44,10.63,10.21,10.3,0.16,0.0155,24754192.0,257627577.0
600662.SH,20241129,5.26,5.1,5.32,5.01,5.1,0.16,0.0314,49105341.0,254446824.0
600661.SH,20241129,13.24,12.5,13.39,12.31,12.5,0.74,0.0592,32486724.0,420300314.0
600660.SH,20241129,56.0,56.01,57.17,54.59,56.01,-0.01,-0.0002,54718613.0,3067711225.0
600658.SH,20241129,5.04,4.75,5.34,4.65,4.69,0.35,0.0746,296168741.0,1498150940.0
600657.SH,20241129,4.74,4.62,4.8,4.41,4.63,0.11,0.0238,184991890.0,852017107.0
600655.SH,20241129,6.3,5.95,6.33,5.9,5.96,0.34,0.057,91303189.0,560451794.0
600654.SH,20241129,3.75,3.89,4.06,3.56,4.0,-0.25,-0.0625,1249053924.0,4724883572.0
600653.SH,20241129,2.16,2.12,2.23,2.0,2.14,0.02,0.0093,307179015.0,653787549.0
600651.SH,20241129,4.5,4.37,4.62,4.24,4.38,0.12,0.0274,167517221.0,739987689.0
600650.SH,20241129,15.91,21.55,21.57,15.55,21.66,-5.75,-0.2655,188539604.0,3250316550.0
600649.SH,20241129,5.22,4.59,5.26,4.47,4.56,0.66,0.1447,281508796.0,1370350392.0
600648.SH,20241129,11.81,11.5,11.87,11.4,11.56,0.25,0.0216,27589591.0,321871198.0
600645.SH,20241129,19.79,19.61,20.09,19.1,19.62,0.17,0.0087,35872574.0,704882488.0
600644.SH,20241129,6.79,6.62,6.86,6.43,6.65,0.14,0.0211,41745574.0,278864395.0
600643.SH,20241129,5.71,5.48,5.82,5.37,5.47,0.24,0.0439,77487911.0,432167821.0
600642.SH,20241129,8.2,8.22,8.32,8.07,8.24,-0.04,-0.0049,90780014.0,743975251.0
600641.SH,20241129,18.59,18.8,20.65,17.83,18.63,-0.04,-0.0021,151562474.0,2884872650.0
600640.SH,20241129,13.27,12.86,13.88,12.34,12.86,0.41,0.0319,59792690.0,783110477.0
600639.SH,20241129,11.33,11.11,11.35,10.84,11.11,0.22,0.0198,39075395.0,434683174.0
600638.SH,20241129,5.7,5.14,5.87,5.03,5.11,0.59,0.1155,72506424.0,400003136.0
600637.SH,20241129,8.3,8.15,8.69,7.97,8.14,0.16,0.0197,236266703.0,1957531581.0
600636.SH,20241129,10.83,10.2,11.23,10.0,10.22,0.61,0.0597,63384283.0,674111139.0
600635.SH,20241129,4.21,4.13,4.55,3.99,4.16,0.05,0.012,420256867.0,1778540592.0
600633.SH,20241129,10.96,10.79,11.17,10.22,10.71,0.25,0.0233,101207369.0,1086575075.0
600630.SH,20241129,11.43,9.69,11.9,9.69,9.86,1.57,0.1592,325736016.0,3565647998.0
600629.SH,20241129,7.64,7.83,7.9,7.18,7.9,-0.26,-0.0329,185416548.0,1398356161.0
600628.SH,20241129,11.01,6.86,11.01,6.8,6.84,4.17,0.6096,217125368.0,1835657003.0
600626.SH,20241129,4.11,4.01,4.18,3.82,4.03,0.08,0.0199,98372428.0,394511826.0
600624.SH,20241129,5.87,5.53,6.74,5.42,5.57,0.3,0.0539,514588460.0,3089442237.0
600623.SH,20241129,7.15,7.03,7.25,6.69,7.05,0.1,0.0142,144203655.0,1010245392.0
600622.SH,20241129,3.86,3.81,3.98,3.62,3.81,0.05,0.0131,445496430.0,1694935561.0
600621.SH,20241129,15.56,14.84,15.9,14.56,14.73,0.83,0.0563,110394987.0,1674184271.0
600620.SH,20241129,5.58,5.31,5.71,5.14,5.31,0.27,0.0508,30699959.0,167407600.0
600619.SH,20241129,12.6,13.61,13.7,12.18,13.61,-1.01,-0.0742,343381944.0,4412488927.0
600618.SH,20241129,9.45,9.41,9.76,9.1,9.42,0.03,0.0032,35788131.0,335844046.0
600617.SH,20241129,2.96,2.9,3.0,2.8,2.9,0.06,0.0207,104543357.0,304898076.0
600616.SH,20241129,5.94,5.75,6.01,5.5,5.81,0.13,0.0224,81388239.0,473103871.0
600615.SH,20241129,13.12,13.41,16.15,12.21,12.19,0.93,0.0763,77739950.0,1051977822.0
600613.SH,20241129,7.26,6.83,7.73,6.83,6.87,0.39,0.0568,97212035.0,711469255.0
600612.SH,20241129,51.69,50.01,52.6,49.06,49.82,1.87,0.0375,8613497.0,436442452.0
